C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A002,R051,02-03-03,59 ST,NQR456,BMT,05/17/2016,04:00:00,REGULAR,0004543618,0005467927                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/17/2016,07:42:01,REGULAR,0004543681,0005468263                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/17/2016,08:00:00,REGULAR,0004543693,0005468392                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/17/2016,12:00:00,REGULAR,0004544056,0005469043                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/17/2016,16:00:00,REGULAR,0004544511,0005469280                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/17/2016,20:00:00,REGULAR,0004545551,0005469492                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/18/2016,00:00:00,REGULAR,0004545929,0005469585                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/18/2016,04:00:00,REGULAR,0004545964,0005469590                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/18/2016,08:00:00,REGULAR,0004546039,0005470039                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/18/2016,12:00:00,REGULAR,0004546383,0005470725                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/18/2016,16:00:00,REGULAR,0004546842,0005470942                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/18/2016,20:00:00,REGULAR,0004547935,0005471192                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/19/2016,00:00:00,REGULAR,0004548326,0005471303                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/19/2016,04:00:00,REGULAR,0004548366,0005471313                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/19/2016,08:00:00,REGULAR,0004548435,0005471765                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/19/2016,12:00:00,REGULAR,0004548779,0005472447                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/19/2016,16:00:00,REGULAR,0004549238,0005472710                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/19/2016,20:00:00,REGULAR,0004550331,0005472939                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/20/2016,00:00:00,REGULAR,0004550737,0005473063                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/20/2016,04:00:00,REGULAR,0004550782,0005473078                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/20/2016,08:00:00,REGULAR,0004550833,0005473494                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/20/2016,12:00:00,REGULAR,0004551172,0005474149                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/20/2016,16:00:00,REGULAR,0004551638,0005474366                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,05/20/2016,20:00:00,REGULAR,0004552664,0005474589                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/14/2016,00:00:00,REGULAR,0005751964,0003147728                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/14/2016,04:00:00,REGULAR,0005752003,0003147733                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/14/2016,08:00:00,REGULAR,0005752023,0003147786                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/14/2016,12:00:00,REGULAR,0005752163,0003147911                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/14/2016,16:00:00,REGULAR,0005752472,0003147986                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/14/2016,20:00:00,REGULAR,0005752830,0003148082                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/15/2016,00:00:00,REGULAR,0005753024,0003148124                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/15/2016,04:00:00,REGULAR,0005753072,0003148133                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/15/2016,08:00:00,REGULAR,0005753089,0003148166                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/15/2016,12:00:00,REGULAR,0005753203,0003148250                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/15/2016,16:00:00,REGULAR,0005753492,0003148344                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/15/2016,20:00:00,REGULAR,0005753777,0003148401                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/16/2016,00:00:00,REGULAR,0005753970,0003148433                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/16/2016,04:00:00,REGULAR,0005753985,0003148446                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/16/2016,08:00:00,REGULAR,0005754061,0003148708                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/16/2016,12:00:00,REGULAR,0005754421,0003148989                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/16/2016,16:00:00,REGULAR,0005754767,0003149076                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/16/2016,20:00:00,REGULAR,0005755645,0003149177                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/17/2016,00:00:00,REGULAR,0005755987,0003149213                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/17/2016,04:00:00,REGULAR,0005756023,0003149227                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/17/2016,07:42:01,REGULAR,0005756082,0003149491                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/17/2016,08:00:00,REGULAR,0005756106,0003149564                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/17/2016,12:00:00,REGULAR,0005756448,0003149859                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/17/2016,16:00:00,REGULAR,0005756797,0003149966                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/17/2016,20:00:00,REGULAR,0005757721,0003150035                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/18/2016,00:00:00,REGULAR,0005758053,0003150082                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/18/2016,04:00:00,REGULAR,0005758074,0003150088                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/18/2016,08:00:00,REGULAR,0005758155,0003150418                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/18/2016,12:00:00,REGULAR,0005758503,0003150728                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/18/2016,16:00:00,REGULAR,0005758819,0003150814                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/18/2016,20:00:00,REGULAR,0005759809,0003150907                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/19/2016,00:00:00,REGULAR,0005760114,0003150948                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/19/2016,04:00:00,REGULAR,0005760144,0003150951                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/19/2016,08:00:00,REGULAR,0005760221,0003151254                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/19/2016,12:00:00,REGULAR,0005760557,0003151591                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/19/2016,16:00:00,REGULAR,0005760906,0003151688                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/19/2016,20:00:00,REGULAR,0005761845,0003151760                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/20/2016,00:00:00,REGULAR,0005762179,0003151800                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/20/2016,04:00:00,REGULAR,0005762215,0003151807                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/20/2016,08:00:00,REGULAR,0005762273,0003152129                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/20/2016,12:00:00,REGULAR,0005762606,0003152426                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/20/2016,16:00:00,REGULAR,0005763018,0003152510                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,05/20/2016,20:00:00,REGULAR,0005763952,0003152591                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/14/2016,00:00:00,REGULAR,0009295374,0001258893                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/14/2016,04:00:00,REGULAR,0009295457,0001258894                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/14/2016,08:00:00,REGULAR,0009295511,0001258909                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/14/2016,12:00:00,REGULAR,0009295764,0001258954                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/14/2016,16:00:00,REGULAR,0009296218,0001258977                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/14/2016,20:00:00,REGULAR,0009296767,0001259007                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/15/2016,00:00:00,REGULAR,0009297120,0001259011                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/15/2016,04:00:00,REGULAR,0009297211,0001259013                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/15/2016,08:00:00,REGULAR,0009297259,0001259021                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/15/2016,12:00:00,REGULAR,0009297508,0001259051                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/15/2016,16:00:00,REGULAR,0009297927,0001259079                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/15/2016,20:00:00,REGULAR,0009298329,0001259096                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/16/2016,00:00:00,REGULAR,0009298604,0001259105                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/16/2016,04:00:00,REGULAR,0009298637,0001259110                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/16/2016,08:00:00,REGULAR,0009298801,0001259185                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/16/2016,12:00:00,REGULAR,0009299382,0001259238                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/16/2016,16:00:00,REGULAR,0009299933,0001259261                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/16/2016,20:00:00,REGULAR,0009301061,0001259280                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/17/2016,00:00:00,REGULAR,0009301539,0001259297                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/17/2016,04:00:00,REGULAR,0009301586,0001259304                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/17/2016,07:42:01,REGULAR,0009301712,0001259374                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/17/2016,08:00:00,REGULAR,0009301767,0001259385                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/17/2016,12:00:00,REGULAR,0009302362,0001259437                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/17/2016,16:00:00,REGULAR,0009302898,0001259465                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/17/2016,20:00:00,REGULAR,0009304103,0001259488                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/18/2016,00:00:00,REGULAR,0009304598,0001259502                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/18/2016,04:00:00,REGULAR,0009304647,0001259502                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/18/2016,08:00:00,REGULAR,0009304851,0001259571                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/18/2016,12:00:00,REGULAR,0009305448,0001259644                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/18/2016,16:00:00,REGULAR,0009306007,0001259665                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/18/2016,20:00:00,REGULAR,0009307185,0001259688                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/19/2016,00:00:00,REGULAR,0009307659,0001259702                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/19/2016,04:00:00,REGULAR,0009307735,0001259703                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/19/2016,08:00:00,REGULAR,0009307916,0001259780                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/19/2016,12:00:00,REGULAR,0009308534,0001259853                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/19/2016,16:00:00,REGULAR,0009309091,0001259877                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/19/2016,20:00:00,REGULAR,0009310273,0001259894                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/20/2016,00:00:00,REGULAR,0009310796,0001259901                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/20/2016,04:00:00,REGULAR,0009310863,0001259902                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/20/2016,08:00:00,REGULAR,0009311024,0001259963                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/20/2016,12:00:00,REGULAR,0009311588,0001260015                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,05/20/2016,16:00:00,REGULAR,0009312168,0001260037                                             
